timestamp_unix,tc_c,internal_c,ssr,raw_line
1773047720.6214972,27.0,24.31,1,[  13266686 ms] TC= 27.00C INT= 24.31C F=OK SSR=1 RAW=0x01B01850
1773047730.663019,27.25,24.31,1,[  13276691 ms] TC= 27.25C INT= 24.31C F=OK SSR=1 RAW=0x01B41850
1773047740.704958,27.25,24.31,1,[  13286696 ms] TC= 27.25C INT= 24.31C F=OK SSR=1 RAW=0x01B41850
1773047750.7480488,27.0,24.31,1,[  13296701 ms] TC= 27.00C INT= 24.31C F=OK SSR=1 RAW=0x01B01850
1773047760.792049,27.0,24.31,1,[  13306706 ms] TC= 27.00C INT= 24.31C F=OK SSR=1 RAW=0x01B01850
1773047770.8379269,27.0,24.31,1,[  13316711 ms] TC= 27.00C INT= 24.31C F=OK SSR=1 RAW=0x01B01850
1773047780.8819919,27.0,24.31,1,[  13326716 ms] TC= 27.00C INT= 24.31C F=OK SSR=1 RAW=0x01B01850
1773047790.926025,27.0,24.31,1,[  13336721 ms] TC= 27.00C INT= 24.31C F=OK SSR=1 RAW=0x01B01850
1773047800.970334,27.0,24.31,1,[  13346726 ms] TC= 27.00C INT= 24.31C F=OK SSR=1 RAW=0x01B01850
1773047811.01491,27.0,24.31,1,[  13356731 ms] TC= 27.00C INT= 24.31C F=OK SSR=1 RAW=0x01B01850
1773047821.0579462,27.0,24.31,1,[  13366736 ms] TC= 27.00C INT= 24.31C F=OK SSR=1 RAW=0x01B01850
1773047831.104,27.0,24.38,1,[  13376741 ms] TC= 27.00C INT= 24.38C F=OK SSR=1 RAW=0x01B01860
1773047841.1498969,27.0,24.31,1,[  13386746 ms] TC= 27.00C INT= 24.31C F=OK SSR=1 RAW=0x01B01850
1773047851.196862,27.0,24.31,1,[  13396751 ms] TC= 27.00C INT= 24.31C F=OK SSR=1 RAW=0x01B01850
1773047861.241704,27.0,24.31,1,[  13406756 ms] TC= 27.00C INT= 24.31C F=OK SSR=1 RAW=0x01B01850
1773047871.2876768,27.0,24.31,1,[  13416761 ms] TC= 27.00C INT= 24.31C F=OK SSR=1 RAW=0x01B01850
1773047881.332005,27.0,24.31,1,[  13426766 ms] TC= 27.00C INT= 24.31C F=OK SSR=1 RAW=0x01B01850
1773047891.3782248,27.0,24.38,1,[  13436771 ms] TC= 27.00C INT= 24.38C F=OK SSR=1 RAW=0x01B01860
1773047901.422403,27.0,24.31,1,[  13446776 ms] TC= 27.00C INT= 24.31C F=OK SSR=1 RAW=0x01B01850
1773047911.465454,27.0,24.31,1,[  13456781 ms] TC= 27.00C INT= 24.31C F=OK SSR=1 RAW=0x01B01850
1773047921.507531,27.0,24.31,1,[  13466786 ms] TC= 27.00C INT= 24.31C F=OK SSR=1 RAW=0x01B01850
1773047931.549545,27.0,24.31,1,[  13476791 ms] TC= 27.00C INT= 24.31C F=OK SSR=1 RAW=0x01B01850
1773047941.594526,27.0,24.31,1,[  13486796 ms] TC= 27.00C INT= 24.31C F=OK SSR=1 RAW=0x01B01850
1773047951.6365209,27.0,24.31,1,[  13496801 ms] TC= 27.00C INT= 24.31C F=OK SSR=1 RAW=0x01B01850
1773047961.679571,27.0,24.31,1,[  13506806 ms] TC= 27.00C INT= 24.31C F=OK SSR=1 RAW=0x01B01850
1773047971.7225358,27.0,24.31,1,[  13516811 ms] TC= 27.00C INT= 24.31C F=OK SSR=1 RAW=0x01B01850
1773047981.763573,27.0,24.25,1,[  13526816 ms] TC= 27.00C INT= 24.25C F=OK SSR=1 RAW=0x01B01840
1773047991.806557,26.75,24.25,1,[  13536821 ms] TC= 26.75C INT= 24.25C F=OK SSR=1 RAW=0x01AC1840
1773048001.848472,26.75,24.19,1,[  13546826 ms] TC= 26.75C INT= 24.19C F=OK SSR=1 RAW=0x01AC1830
1773048011.885473,26.75,24.19,1,[  13556831 ms] TC= 26.75C INT= 24.19C F=OK SSR=1 RAW=0x01AC1830
1773048021.9235141,27.0,24.19,1,[  13566836 ms] TC= 27.00C INT= 24.19C F=OK SSR=1 RAW=0x01B01830
1773048031.962534,26.75,24.19,1,[  13576841 ms] TC= 26.75C INT= 24.19C F=OK SSR=1 RAW=0x01AC1830
1773048042.001489,26.75,24.19,1,[  13586846 ms] TC= 26.75C INT= 24.19C F=OK SSR=1 RAW=0x01AC1830
1773048052.042444,26.75,24.19,1,[  13596851 ms] TC= 26.75C INT= 24.19C F=OK SSR=1 RAW=0x01AC1830
1773048062.082498,26.75,24.19,1,[  13606856 ms] TC= 26.75C INT= 24.19C F=OK SSR=1 RAW=0x01AC1830
1773048072.127533,26.75,24.19,1,[  13616861 ms] TC= 26.75C INT= 24.19C F=OK SSR=1 RAW=0x01AC1830
1773048082.1724648,27.0,24.19,1,[  13626866 ms] TC= 27.00C INT= 24.19C F=OK SSR=1 RAW=0x01B01830
1773048092.217484,27.0,24.19,1,[  13636871 ms] TC= 27.00C INT= 24.19C F=OK SSR=1 RAW=0x01B01830
1773048102.259521,26.75,24.19,1,[  13646876 ms] TC= 26.75C INT= 24.19C F=OK SSR=1 RAW=0x01AC1830
1773048112.299944,26.75,24.19,1,[  13656881 ms] TC= 26.75C INT= 24.19C F=OK SSR=1 RAW=0x01AC1830
1773048122.3405051,26.75,24.19,1,[  13666886 ms] TC= 26.75C INT= 24.19C F=OK SSR=1 RAW=0x01AC1830
1773048132.3855062,26.75,24.19,1,[  13676891 ms] TC= 26.75C INT= 24.19C F=OK SSR=1 RAW=0x01AC1830
1773048142.430488,26.75,24.25,1,[  13686896 ms] TC= 26.75C INT= 24.25C F=OK SSR=1 RAW=0x01AC1840
1773048152.475425,27.0,24.19,1,[  13696901 ms] TC= 27.00C INT= 24.19C F=OK SSR=1 RAW=0x01B01830
1773048162.519501,26.75,24.19,1,[  13706906 ms] TC= 26.75C INT= 24.19C F=OK SSR=1 RAW=0x01AC1830
1773048172.56453,26.75,24.19,1,[  13716911 ms] TC= 26.75C INT= 24.19C F=OK SSR=1 RAW=0x01AC1830
1773048182.608536,26.75,24.19,1,[  13726916 ms] TC= 26.75C INT= 24.19C F=OK SSR=1 RAW=0x01AC1830
1773048192.653363,26.75,24.19,1,[  13736921 ms] TC= 26.75C INT= 24.19C F=OK SSR=1 RAW=0x01AC1830
1773048202.700479,26.75,24.19,1,[  13746926 ms] TC= 26.75C INT= 24.19C F=OK SSR=1 RAW=0x01AC1830
1773048212.751507,26.75,24.19,1,[  13756931 ms] TC= 26.75C INT= 24.19C F=OK SSR=1 RAW=0x01AC1830
1773048222.798582,26.75,24.19,1,[  13766936 ms] TC= 26.75C INT= 24.19C F=OK SSR=1 RAW=0x01AC1830
1773048232.844522,24.5,24.12,1,[  13776941 ms] TC= 24.50C INT= 24.12C F=OK SSR=1 RAW=0x01881820
1773048242.890431,26.5,24.12,1,[  13786946 ms] TC= 26.50C INT= 24.12C F=OK SSR=1 RAW=0x01A81820
1773048252.9346938,26.5,24.19,1,[  13796951 ms] TC= 26.50C INT= 24.19C F=OK SSR=1 RAW=0x01A81830
1773048262.9734652,26.5,24.19,1,[  13806956 ms] TC= 26.50C INT= 24.19C F=OK SSR=1 RAW=0x01A81830
1773048273.0124748,26.75,24.19,1,[  13816961 ms] TC= 26.75C INT= 24.19C F=OK SSR=1 RAW=0x01AC1830
1773048283.054822,26.75,24.19,1,[  13826966 ms] TC= 26.75C INT= 24.19C F=OK SSR=1 RAW=0x01AC1830
1773048293.093466,26.5,24.19,1,[  13836971 ms] TC= 26.50C INT= 24.19C F=OK SSR=1 RAW=0x01A81830
1773048303.1344798,26.5,24.19,1,[  13846976 ms] TC= 26.50C INT= 24.19C F=OK SSR=1 RAW=0x01A81830
1773048313.176496,26.5,24.12,1,[  13856981 ms] TC= 26.50C INT= 24.12C F=OK SSR=1 RAW=0x01A81820
1773048323.219502,26.5,24.12,1,[  13866986 ms] TC= 26.50C INT= 24.12C F=OK SSR=1 RAW=0x01A81820
1773048333.2635589,26.75,24.12,1,[  13876991 ms] TC= 26.75C INT= 24.12C F=OK SSR=1 RAW=0x01AC1820
1773048343.307433,26.5,24.12,1,[  13886996 ms] TC= 26.50C INT= 24.12C F=OK SSR=1 RAW=0x01A81820
1773048353.348418,26.5,24.12,1,[  13897001 ms] TC= 26.50C INT= 24.12C F=OK SSR=1 RAW=0x01A81820
1773048363.391477,26.75,24.19,1,[  13907006 ms] TC= 26.75C INT= 24.19C F=OK SSR=1 RAW=0x01AC1830
1773048373.433593,26.5,24.19,1,[  13917011 ms] TC= 26.50C INT= 24.19C F=OK SSR=1 RAW=0x01A81830
1773048383.4766238,26.5,24.19,1,[  13927016 ms] TC= 26.50C INT= 24.19C F=OK SSR=1 RAW=0x01A81830
1773048393.5225,26.5,24.19,1,[  13937021 ms] TC= 26.50C INT= 24.19C F=OK SSR=1 RAW=0x01A81830
1773048403.568609,26.5,24.19,1,[  13947026 ms] TC= 26.50C INT= 24.19C F=OK SSR=1 RAW=0x01A81830
1773048413.615455,26.5,24.19,1,[  13957031 ms] TC= 26.50C INT= 24.19C F=OK SSR=1 RAW=0x01A81830
1773048423.66155,26.5,24.12,1,[  13967036 ms] TC= 26.50C INT= 24.12C F=OK SSR=1 RAW=0x01A81820
1773048433.710505,26.5,24.19,1,[  13977041 ms] TC= 26.50C INT= 24.19C F=OK SSR=1 RAW=0x01A81830
1773048443.75947,26.5,24.19,1,[  13987046 ms] TC= 26.50C INT= 24.19C F=OK SSR=1 RAW=0x01A81830
1773048453.8105862,26.5,24.19,1,[  13997051 ms] TC= 26.50C INT= 24.19C F=OK SSR=1 RAW=0x01A81830
1773048463.857526,26.5,24.19,1,[  14007056 ms] TC= 26.50C INT= 24.19C F=OK SSR=1 RAW=0x01A81830
1773048473.90338,26.5,24.19,1,[  14017061 ms] TC= 26.50C INT= 24.19C F=OK SSR=1 RAW=0x01A81830
1773048483.952558,26.5,24.19,1,[  14027066 ms] TC= 26.50C INT= 24.19C F=OK SSR=1 RAW=0x01A81830
1773048493.999518,26.5,24.19,1,[  14037071 ms] TC= 26.50C INT= 24.19C F=OK SSR=1 RAW=0x01A81830
1773048504.048413,26.5,24.19,1,[  14047076 ms] TC= 26.50C INT= 24.19C F=OK SSR=1 RAW=0x01A81830
1773048514.1024761,26.5,24.19,1,[  14057081 ms] TC= 26.50C INT= 24.19C F=OK SSR=1 RAW=0x01A81830
1773048524.1533592,26.25,24.19,1,[  14067086 ms] TC= 26.25C INT= 24.19C F=OK SSR=1 RAW=0x01A41830
1773048534.1994932,26.5,24.19,1,[  14077091 ms] TC= 26.50C INT= 24.19C F=OK SSR=1 RAW=0x01A81830
1773048544.247413,26.5,24.12,1,[  14087096 ms] TC= 26.50C INT= 24.12C F=OK SSR=1 RAW=0x01A81820
1773048554.293498,26.25,24.19,1,[  14097101 ms] TC= 26.25C INT= 24.19C F=OK SSR=1 RAW=0x01A41830
1773048564.342462,26.25,24.19,1,[  14107106 ms] TC= 26.25C INT= 24.19C F=OK SSR=1 RAW=0x01A41830
1773048574.391495,26.25,24.19,1,[  14117111 ms] TC= 26.25C INT= 24.19C F=OK SSR=1 RAW=0x01A41830
1773048584.435467,26.25,24.19,1,[  14127116 ms] TC= 26.25C INT= 24.19C F=OK SSR=1 RAW=0x01A41830
1773048594.4784698,26.25,24.19,1,[  14137121 ms] TC= 26.25C INT= 24.19C F=OK SSR=1 RAW=0x01A41830
1773048604.519525,26.25,24.19,1,[  14147126 ms] TC= 26.25C INT= 24.19C F=OK SSR=1 RAW=0x01A41830
1773048614.564544,26.25,24.19,1,[  14157131 ms] TC= 26.25C INT= 24.19C F=OK SSR=1 RAW=0x01A41830
1773048624.6104178,26.25,24.19,1,[  14167136 ms] TC= 26.25C INT= 24.19C F=OK SSR=1 RAW=0x01A41830
1773048634.6546838,26.25,24.19,1,[  14177141 ms] TC= 26.25C INT= 24.19C F=OK SSR=1 RAW=0x01A41830
1773048644.69853,26.25,24.19,1,[  14187146 ms] TC= 26.25C INT= 24.19C F=OK SSR=1 RAW=0x01A41830
1773048654.7376268,26.25,24.19,1,[  14197151 ms] TC= 26.25C INT= 24.19C F=OK SSR=1 RAW=0x01A41830
1773048664.781452,26.25,24.19,1,[  14207156 ms] TC= 26.25C INT= 24.19C F=OK SSR=1 RAW=0x01A41830
1773048674.825543,26.25,24.19,1,[  14217161 ms] TC= 26.25C INT= 24.19C F=OK SSR=1 RAW=0x01A41830
1773048684.8675368,26.25,24.19,1,[  14227166 ms] TC= 26.25C INT= 24.19C F=OK SSR=1 RAW=0x01A41830
1773048694.907487,26.25,24.19,1,[  14237171 ms] TC= 26.25C INT= 24.19C F=OK SSR=1 RAW=0x01A41830
1773048704.9494982,26.25,24.19,1,[  14247176 ms] TC= 26.25C INT= 24.19C F=OK SSR=1 RAW=0x01A41830
1773048714.989366,26.25,24.25,1,[  14257181 ms] TC= 26.25C INT= 24.25C F=OK SSR=1 RAW=0x01A41840
1773048725.0274718,26.25,24.25,1,[  14267186 ms] TC= 26.25C INT= 24.25C F=OK SSR=1 RAW=0x01A41840
1773048735.068598,26.25,24.19,1,[  14277191 ms] TC= 26.25C INT= 24.19C F=OK SSR=1 RAW=0x01A41830
1773048745.11248,26.25,24.25,1,[  14287196 ms] TC= 26.25C INT= 24.25C F=OK SSR=1 RAW=0x01A41840
1773048755.154505,26.25,24.25,1,[  14297201 ms] TC= 26.25C INT= 24.25C F=OK SSR=1 RAW=0x01A41840
1773048765.19244,26.25,24.25,1,[  14307206 ms] TC= 26.25C INT= 24.25C F=OK SSR=1 RAW=0x01A41840
1773048775.231457,26.25,24.25,1,[  14317211 ms] TC= 26.25C INT= 24.25C F=OK SSR=1 RAW=0x01A41840
1773048785.272597,26.25,24.25,1,[  14327216 ms] TC= 26.25C INT= 24.25C F=OK SSR=1 RAW=0x01A41840
1773048795.3156538,26.25,24.25,1,[  14337221 ms] TC= 26.25C INT= 24.25C F=OK SSR=1 RAW=0x01A41840
1773048805.356551,26.25,24.31,1,[  14347226 ms] TC= 26.25C INT= 24.31C F=OK SSR=1 RAW=0x01A41850
1773048815.396519,26.25,24.25,1,[  14357231 ms] TC= 26.25C INT= 24.25C F=OK SSR=1 RAW=0x01A41840
1773048825.437956,26.5,24.25,1,[  14367236 ms] TC= 26.50C INT= 24.25C F=OK SSR=1 RAW=0x01A81840
1773048835.479698,26.25,24.25,1,[  14377241 ms] TC= 26.25C INT= 24.25C F=OK SSR=1 RAW=0x01A41840
1773048845.519605,26.25,24.25,1,[  14387246 ms] TC= 26.25C INT= 24.25C F=OK SSR=1 RAW=0x01A41840
1773048855.561464,26.5,24.31,1,[  14397251 ms] TC= 26.50C INT= 24.31C F=OK SSR=1 RAW=0x01A81850
1773048865.6004748,26.0,24.25,1,[  14407256 ms] TC= 26.00C INT= 24.25C F=OK SSR=1 RAW=0x01A01840
1773048875.641379,26.25,24.31,1,[  14417261 ms] TC= 26.25C INT= 24.31C F=OK SSR=1 RAW=0x01A41850
1773048885.6804202,26.25,24.31,1,[  14427266 ms] TC= 26.25C INT= 24.31C F=OK SSR=1 RAW=0x01A41850
1773048895.718344,26.25,24.31,1,[  14437271 ms] TC= 26.25C INT= 24.31C F=OK SSR=1 RAW=0x01A41850
1773048905.752266,26.25,24.31,1,[  14447276 ms] TC= 26.25C INT= 24.31C F=OK SSR=1 RAW=0x01A41850
1773048915.7913861,26.25,24.31,1,[  14457281 ms] TC= 26.25C INT= 24.31C F=OK SSR=1 RAW=0x01A41850
1773048925.8292658,26.25,24.31,1,[  14467286 ms] TC= 26.25C INT= 24.31C F=OK SSR=1 RAW=0x01A41850
1773048935.870336,26.25,24.31,1,[  14477291 ms] TC= 26.25C INT= 24.31C F=OK SSR=1 RAW=0x01A41850
1773048945.9123552,26.0,24.31,1,[  14487296 ms] TC= 26.00C INT= 24.31C F=OK SSR=1 RAW=0x01A01850
1773048955.9554272,26.25,24.31,1,[  14497301 ms] TC= 26.25C INT= 24.31C F=OK SSR=1 RAW=0x01A41850
1773048965.997257,26.0,24.31,1,[  14507306 ms] TC= 26.00C INT= 24.31C F=OK SSR=1 RAW=0x01A01850
1773048976.035388,26.0,24.25,1,[  14517311 ms] TC= 26.00C INT= 24.25C F=OK SSR=1 RAW=0x01A01840
1773048986.0723488,26.0,24.31,1,[  14527316 ms] TC= 26.00C INT= 24.31C F=OK SSR=1 RAW=0x01A01850
1773048996.114434,26.0,24.31,1,[  14537321 ms] TC= 26.00C INT= 24.31C F=OK SSR=1 RAW=0x01A01850
1773049006.1573708,26.0,24.31,1,[  14547326 ms] TC= 26.00C INT= 24.31C F=OK SSR=1 RAW=0x01A01850
1773049016.199407,26.0,24.31,1,[  14557331 ms] TC= 26.00C INT= 24.31C F=OK SSR=1 RAW=0x01A01850
1773049026.242423,26.0,24.31,1,[  14567336 ms] TC= 26.00C INT= 24.31C F=OK SSR=1 RAW=0x01A01850
1773049036.287499,26.0,24.31,1,[  14577341 ms] TC= 26.00C INT= 24.31C F=OK SSR=1 RAW=0x01A01850
1773049046.332342,26.25,24.31,1,[  14587346 ms] TC= 26.25C INT= 24.31C F=OK SSR=1 RAW=0x01A41850
1773049056.3784142,26.0,24.31,1,[  14597351 ms] TC= 26.00C INT= 24.31C F=OK SSR=1 RAW=0x01A01850
1773049066.42333,26.0,24.31,1,[  14607356 ms] TC= 26.00C INT= 24.31C F=OK SSR=1 RAW=0x01A01850
1773049076.467262,25.75,24.31,1,[  14617361 ms] TC= 25.75C INT= 24.31C F=OK SSR=1 RAW=0x019C1850
1773049086.515303,25.75,24.31,1,[  14627366 ms] TC= 25.75C INT= 24.31C F=OK SSR=1 RAW=0x019C1850
1773049096.563402,25.75,24.31,1,[  14637371 ms] TC= 25.75C INT= 24.31C F=OK SSR=1 RAW=0x019C1850
1773049106.6133802,25.75,24.31,1,[  14647376 ms] TC= 25.75C INT= 24.31C F=OK SSR=1 RAW=0x019C1850
1773049116.6653109,25.75,24.31,1,[  14657381 ms] TC= 25.75C INT= 24.31C F=OK SSR=1 RAW=0x019C1850
1773049126.709253,25.75,24.31,1,[  14667386 ms] TC= 25.75C INT= 24.31C F=OK SSR=1 RAW=0x019C1850
1773049136.7522671,25.5,24.31,1,[  14677391 ms] TC= 25.50C INT= 24.31C F=OK SSR=1 RAW=0x01981850
1773049146.7991629,25.75,24.38,1,[  14687396 ms] TC= 25.75C INT= 24.38C F=OK SSR=1 RAW=0x019C1860
1773049156.842271,25.5,24.38,1,[  14697401 ms] TC= 25.50C INT= 24.38C F=OK SSR=1 RAW=0x01981860
1773049166.8891368,25.5,24.31,1,[  14707406 ms] TC= 25.50C INT= 24.31C F=OK SSR=1 RAW=0x01981850
1773049176.9331431,25.5,24.38,1,[  14717411 ms] TC= 25.50C INT= 24.38C F=OK SSR=1 RAW=0x01981860
1773049186.979095,25.5,24.44,1,[  14727416 ms] TC= 25.50C INT= 24.44C F=OK SSR=1 RAW=0x01981870
1773049197.0250912,25.75,24.44,1,[  14737421 ms] TC= 25.75C INT= 24.44C F=OK SSR=1 RAW=0x019C1870
1773049207.0690281,25.75,24.5,1,[  14747426 ms] TC= 25.75C INT= 24.50C F=OK SSR=1 RAW=0x019C1880
1773049217.1140852,25.75,24.5,1,[  14757431 ms] TC= 25.75C INT= 24.50C F=OK SSR=1 RAW=0x019C1880
1773049227.160992,26.0,24.56,1,[  14767436 ms] TC= 26.00C INT= 24.56C F=OK SSR=1 RAW=0x01A01890
1773049237.205009,25.5,24.56,1,[  14777441 ms] TC= 25.50C INT= 24.56C F=OK SSR=1 RAW=0x01981890
1773049247.246979,25.5,24.56,1,[  14787446 ms] TC= 25.50C INT= 24.56C F=OK SSR=1 RAW=0x01981890
1773049257.2909272,25.75,24.56,1,[  14797451 ms] TC= 25.75C INT= 24.56C F=OK SSR=1 RAW=0x019C1890
1773049267.335978,25.5,24.62,1,[  14807456 ms] TC= 25.50C INT= 24.62C F=OK SSR=1 RAW=0x019818A0
1773049277.3788989,25.5,24.69,1,[  14817461 ms] TC= 25.50C INT= 24.69C F=OK SSR=1 RAW=0x019818B0
1773049287.423902,25.5,24.69,1,[  14827466 ms] TC= 25.50C INT= 24.69C F=OK SSR=1 RAW=0x019818B0
1773049297.462811,25.5,24.69,1,[  14837471 ms] TC= 25.50C INT= 24.69C F=OK SSR=1 RAW=0x019818B0
1773049307.50293,25.5,24.69,1,[  14847476 ms] TC= 25.50C INT= 24.69C F=OK SSR=1 RAW=0x019818B0
1773049317.5448341,25.5,24.69,1,[  14857481 ms] TC= 25.50C INT= 24.69C F=OK SSR=1 RAW=0x019818B0
1773049327.5868769,25.5,24.69,1,[  14867486 ms] TC= 25.50C INT= 24.69C F=OK SSR=1 RAW=0x019818B0
1773049337.628802,25.5,24.69,1,[  14877491 ms] TC= 25.50C INT= 24.69C F=OK SSR=1 RAW=0x019818B0
1773049347.668844,25.5,24.75,1,[  14887496 ms] TC= 25.50C INT= 24.75C F=OK SSR=1 RAW=0x019818C0
1773049357.712749,25.5,24.81,1,[  14897501 ms] TC= 25.50C INT= 24.81C F=OK SSR=1 RAW=0x019818D0
